AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-0.6836519196413643,-0.26623163545843487,-0.6864484397056736,-0.44413159613366177,0.8036321588943052,0.029464485782911845,0.7728531855955678,1.2914947635413885,0.7645609319225908,0.0,-0.7431230519989525,-1.5376457152064775,-0.7501007681921138,-0.9453844488101759
-0.662325589790798,-0.29726648823820256,-0.6403876741746793,-0.37947905403413035,-0.26778669569823493,0.20580327137206272,-1.0908933517828177,0.12488099017404927,0.7058691756501894,-1.5788735217359584,-0.6983212299543141,-1.355346370766556,-0.6295908370086254,-0.88295211851005
-0.9277269363378138,-0.4785612866812018,-0.691764959881295,-0.46380892224410303,-0.4107604407549893,0.6176338785315785,-0.0453601108033241,1.0415741034253556,0.35304659498207885,-1.36841050309927,-0.7840281764069292,-1.5719884685645726,-0.8582478397355214,-1.2486126384635097
-0.8969152181359321,-0.46059603215528283,-0.6829063418722396,-0.52003597160865,-0.19636784110569486,0.029464485782911845,0.13642659279778394,1.4998413201670415,-0.8821684587354635,-0.8420525155374186,-0.7557831462730823,-1.6036948898433863,-0.8706106993756022,-1.1371311868612175
-0.5935993935118279,-0.24336450400508375,-0.6333034785078114,-0.34856060038508013,-0.4821792953475294,0.14709836431428167,-0.9546398891966759,0.8332275467997025,-1.058691756226503,0.3156945279344985,-0.6544949733338479,-1.3210036174105226,-0.6512214281722243,-0.7357877708340471
-0.5272468005983426,-0.15843388764628466,-0.6226771850102744,-0.2754825655461772,-0.5178207046522172,0.2647322428915603,-0.4091066482171824,1.374801650225058,0.05891577063226825,0.9999999999589314,-0.668126923658292,-1.2470253218696095,-0.6852089947013175,-0.7090383366076319
-0.662325589790798,-0.27766520118383586,-0.681131919530052,-0.42726990482684507,-0.8036321588940517,-0.6765628500965675,-0.818213296398892,1.3332275467671904,0.0,-0.8947684906611215,-0.704163494379293,-1.3817700655578502,-0.7439163962359859,-0.9543009268844876
-0.5959729968773126,-0.33972868608928386,-0.6775898216966181,-0.4019720149460026,-0.08930757720846695,-0.20602733587927063,-0.22731994458060154,0.958267216741686,0.05891577063226825,-1.157747043471917,-0.6496245649599433,-1.373840944653846,-0.6280432729515497,-0.8071365792119646
-0.3329362285888562,-0.15353201071885247,-0.5712998993036585,-0.24174847709569602,0.58937559517243,-0.7941967286279373,-0.18178670360110805,-0.6250396699419836,0.11760752690466969,0.84205251549635,-0.5239843501496655,-1.1017151252022062,-0.5168010732915792,-0.4682424772474642
-0.38981245825795163,-0.07513308316057131,-0.534104498632661,-0.2473690408660973,0.26792273162590763,-1.0296885502901199,-0.6364265927977839,0.20834655662565316,-0.7058691756042909,0.0,-0.5074257035519453,-1.0515141300361024,-0.5384316644551781,-0.6599892153054655
-0.6907546795184203,-0.2335669708055814,-0.6563372347015439,-0.35699679895691244,-0.01788872261592689,0.14709836431428167,-0.31821329639889195,1.458267216709174,-0.6469534050179212,-2.10523150929781,-0.6233251016136536,-1.3844063976330083,-0.6512214281722243,-1.06578237848678
-0.8661125250446743,-0.3462665955438892,-0.7679369304178014,-0.5003586454982087,-0.6964358590694045,-0.49999999999979133,-0.4091066482171824,-1.3749603299929922,0.11760752690466969,-0.26317899380146,-0.7002686514288005,-1.6723904588926566,-0.7701837952986369,-1.3110449687636356
-1.1457374415633512,-0.5569602142407575,-0.8724524304699557,-0.6746389456885553,-0.5893755951721766,-0.7941967286279373,0.31821329639889195,-1.1666137733673392,-0.17652329749103943,1.7893365403315784,-0.8112994958035331,-2.0317013901132857,-0.9633056674393639,-1.6365728454962005
-1.5035558924929153,-0.8117582839712423,-1.1009750889317982,-0.8714015009583134,-0.23214528633780201,-0.8531257001933437,-0.5908933517828177,0.7916534433093227,0.23521505380933938,0.05271597512370295,-0.9544702132610853,-2.406865531972291,-1.1641594755932947,-2.069132426673434
-1.2997599321302644,-0.619029919800293,-1.0301196385709133,-0.7702099414393304,0.017888722616180276,-0.7941967286279373,-0.3635734072022161,0.458267216741686,0.7058691756501894,-0.5788735217359585,-0.8872674801945079,-2.1981475239127697,-1.0930892144209567,-1.855086001546641
-0.8613743434243285,-0.29726648823820256,-0.691764959881295,-0.4581883584758953,0.4465378860152224,-0.08839345730199202,1.8183864266105343,0.041574103457867634,0.11760752690466969,0.8947684906611215,-0.6807907273062797,-1.6856023062883037,-0.8118974135675531,-1.2307796823148862
-0.9016624248669017,-0.3527982843444072,-0.7147919692213216,-0.4863018831559753,-0.01788872261592689,-0.3823661214225127,0.27285318559556787,-0.7499206600835208,-0.2941308243498106,-0.63158949690073,-0.6087175858650375,-1.5508575626021246,-0.6821197508593411,-1.2441628913128457
